CP,LIBELLE,INSEE
"08205","SEDAN CEDEX","08409"
"08205","SEDAN CEDEX","08494"
"08206","SEDAN CEDEX","08409"
"08206","SEDAN CEDEX","08445"
"08206","SEDAN CEDEX","08494"
"08207","SEDAN CEDEX","08043"
"08207","SEDAN CEDEX","08053"
"08207","SEDAN CEDEX","08142"
"08207","SEDAN CEDEX","08145"
"08207","SEDAN CEDEX","08354"
"08207","SEDAN CEDEX","08488"
"08207","SEDAN CEDEX","08491"
"08208","SEDAN CEDEX","08409"
"08209","SEDAN CEDEX","08053"
"08209","SEDAN CEDEX","08409"
"08250","CHATEL CHEHERY","08109"
"08302","RETHEL CEDEX","08163"
"08302","RETHEL CEDEX","08362"
"08302","RETHEL CEDEX","08403"
"08303","RETHEL CEDEX","08362"
"08304","RETHEL CEDEX","08362"
"08305","RETHEL CEDEX","08150"
"08305","RETHEL CEDEX","08362"
"08500","LES MAZURES","08284"
"09000","FOIX","09122"
"09001","FOIX CEDEX","09090"
"09001","FOIX CEDEX","09122"
"09001","FOIX CEDEX","09327"
"09001","FOIX CEDEX","09340"
"09002","FOIX CEDEX","09122"
"09003","FOIX CEDEX","09122"
"09004","FOIX CEDEX","09122"
"09004","FOIX CEDEX","09138"
"09007","FOIX CEDEX","09122"
"09008","FOIX CEDEX","09044"
"09008","FOIX CEDEX","09063"
"09008","FOIX CEDEX","09068"
"09008","FOIX CEDEX","09099"
"09008","FOIX CEDEX","09122"
"09008","FOIX CEDEX","09234"
"09008","FOIX CEDEX","09236"
"09016","FOIX CEDEX","09122"
"09017","FOIX CEDEX","09264"
"09100","PAMIERS","09225"
"09101","PAMIERS CEDEX","09145"
"09101","PAMIERS CEDEX","09175"
"09101","PAMIERS CEDEX","09225"
"09101","PAMIERS CEDEX","09255"
"09101","PAMIERS CEDEX","09265"
"09102","PAMIERS CEDEX","09225"
"09103","PAMIERS CEDEX","09225"
"09104","PAMIERS CEDEX","09225"
"09201","ST GIRONS CEDEX","09247"
"09201","ST GIRONS CEDEX","09261"
"09201","ST GIRONS CEDEX","09268"
"09301","LAVELANET CEDEX","09043"
"09301","LAVELANET CEDEX","09157"
"09301","LAVELANET CEDEX","09160"
"09301","LAVELANET CEDEX","09161"
"09301","LAVELANET CEDEX","09229"
"09301","LAVELANET CEDEX","09305"
"09401","TARASCON SUR ARIEGE CEDEX","09045"
"09401","TARASCON SUR ARIEGE CEDEX","09152"
"09401","TARASCON SUR ARIEGE CEDEX","09192"
"09401","TARASCON SUR ARIEGE CEDEX","09303"
"09401","TARASCON SUR ARIEGE CEDEX","09306"
"10000","TROYES","10387"
"10001","TROYES CEDEX","10362"
"10001","TROYES CEDEX","10387"
"10002","TROYES CEDEX","10387"
"10003","TROYES CEDEX","10132"
"10003","TROYES CEDEX","10387"
"10004","TROYES CEDEX","10297"
"10004","TROYES CEDEX","10343"
"10004","TROYES CEDEX","10362"
"10004","TROYES CEDEX","10387"
"10005","TROYES CEDEX","10387"
"10006","TROYES CEDEX","10343"
"10006","TROYES CEDEX","10387"
"10007","TROYES CEDEX","10104"
"10007","TROYES CEDEX","10115"
"10007","TROYES CEDEX","10387"
"10008","TROYES CEDEX","10387"
"10009","TROYES CEDEX","10387"
"10010","TROYES CEDEX","10387"
"10011","TROYES CEDEX","10387"
"10012","TROYES CEDEX","10387"
"10013","TROYES CEDEX","10387"
"10014","TROYES CEDEX","10387"
"10015","TROYES CEDEX","10387"
"10018","TROYES CEDEX","10387"
"10025","TROYES CEDEX","10387"
"10026","TROYES CEDEX","10297"
"10026","TROYES CEDEX","10387"
"10027","TROYES CEDEX","10387"
"10032","TROYES CEDEX","10387"
"10036","TROYES CEDEX","10387"
"10041","TROYES CEDEX","10387"
"10042","TROYES CEDEX","10387"
1005 TUNIS CEDEX","99351"
"10065","TROYES CEDEX","10387"
"10080","TROYES CEDEX","10387"
"10081","TROYES CEDEX","10387"
"10088","TROYES CEDEX","10387"
"10089","TROYES CEDEX","10387"
"10090","TROYES CEDEX","10287"
"10092","TROYES CEDEX","10357"
"10092","TROYES CEDEX","10387"
"10096","TROYES CEDEX","10067"
"10096","TROYES CEDEX","10363"
"10101","ROMILLY SUR SEINE CEDEX","10114"
"10101","ROMILLY SUR SEINE CEDEX","10323"
"10102","ROMILLY SUR SEINE CEDEX","10323"
"10103","ROMILLY SUR SEINE CEDEX","10220"
"10103","ROMILLY SUR SEINE CEDEX","10323"
"10104","ROMILLY SUR SEINE CEDEX","10323"
"10105","ROMILLY SUR SEINE CEDEX","10323"
"10121","ST ANDRE LES VERGERS CEDEX","10333"
"10123","ST ANDRE LES VERGERS CEDEX","10333"
"10151","PONT STE MARIE CEDEX","10191"
"10151","PONT STE MARIE CEDEX","10297"
"10153","PONT STE MARIE CEDEX","10297"
"10154","PONT STE MARIE CEDEX","10115"
"10154","PONT STE MARIE CEDEX","10297"
"10201","BAR SUR AUBE CEDEX","10033"
"10202","BAR SUR AUBE CEDEX","10033"
"10202","BAR SUR AUBE CEDEX","10161"
"10202","BAR SUR AUBE CEDEX","10366"
"10208","BAR SUR AUBE CEDEX","10033"
"10230","MAILLY LE CAMP","10216"
"10301","STE SAVINE CEDEX","10362"
"10302","STE SAVINE CEDEX","10362"
"10303","STE SAVINE CEDEX","10362"
"10371","VILLENAUXE LA GRANDE CEDEX","10420"
"10401","NOGENT SUR SEINE CEDEX","10268"
"10402","NOGENT SUR SEINE CEDEX","10268"
"10403","NOGENT SUR SEINE CEDEX","10268"
"10404","NOGENT SUR SEINE CEDEX","10268"
"10431","TROYES CEDEX","10060"
"10431","TROYES CEDEX","10325"
"10431","TROYES CEDEX","10333"
"10431","TROYES CEDEX","10343"
"10432","TROYES CEDEX","10333"
"10433","TROYES CEDEX","10067"
"10433","TROYES CEDEX","10325"
"10433","TROYES CEDEX","10343"
"10440","LA RIVIERE DE CORPS","10321"
"10600","LA CHAPELLE ST LUC","10081"
"10601","LA CHAPELLE ST LUC CEDEX","10030"
"10601","LA CHAPELLE ST LUC CEDEX","10081"
"10601","LA CHAPELLE ST LUC CEDEX","10265"
"10601","LA CHAPELLE ST LUC CEDEX","10349"
"10602","LA CHAPELLE ST LUC CEDEX","10081"
"10602","LA CHAPELLE ST LUC CEDEX","10211"
"10602","LA CHAPELLE ST LUC CEDEX","10362"
"10603","LA CHAPELLE ST LUC CEDEX","10081"
"10604","TROYES CEDEX","10081"
"10604","TROYES CEDEX","10321"
"10605","TROYES CEDEX","10081"
"10606","TROYES CEDEX","10336"
"10901","TROYES CEDEX 9","10325"
"10901","TROYES CEDEX 9","10357"
"10901","TROYES CEDEX 9","10387"
"10902","TROYES CEDEX 9","10387"
"11000","CARCASSONNE","11069"
"11001","CARCASSONNE CEDEX","11069"
"11002","CARCASSONNE CEDEX","11069"
"11003","CARCASSONNE CEDEX","11069"
"11004","CARCASSONNE CEDEX","11069"
"11005","CARCASSONNE CEDEX","11069"
"11007","CARCASSONNE CEDEX","11069"
"11009","CARCASSONNE CEDEX 9","11069"
"11010","CARCASSONNE CEDEX 9","11069"
"11011","CARCASSONNE CEDEX 9","11069"
"11012","CARCASSONNE CEDEX","11069"
"11016","CARCASSONNE CEDEX 9","11069"
"11017","CARCASSONNE CEDEX 9","11069"
"11019","CARCASSONNE CEDEX","11069"
"11021","CARCASSONNE CEDEX","11069"
"11101","NARBONNE CEDEX","11262"
"11102","NARBONNE CEDEX","11262"
"11103","NARBONNE CEDEX","11262"
"11104","NARBONNE CEDEX","11262"
"11105","NARBONNE CEDEX","11262"
"11106","NARBONNE CEDEX","11262"
"11108","NARBONNE CEDEX","11262"
"11109","NARBONNE CEDEX","11262"
"11201","LEZIGNAN CORBIERES CEDEX","11203"
"11202","LEZIGNAN CORBIERES CEDEX","11203"
"11203","LEZIGNAN CORBIERES CEDEX","11067"
"11203","LEZIGNAN CORBIERES CEDEX","11203"
"11204","LEZIGNAN CORBIERES CEDEX","11203"
"11205","LEZIGNAN CORBIERES CEDEX","11203"
"11301","LIMOUX CEDEX","11206"
"11303","LIMOUX CEDEX","11206"
"11303","LIMOUX CEDEX","11355"
"11303","LIMOUX CEDEX","11364"
"11304","LIMOUX CEDEX","11206"
"11402","CASTELNAUDARY CEDEX","11076"
"11404","CASTELNAUDARY CEDEX","11076"
"11405","CASTELNAUDARY CEDEX","11076"
"11406","CASTELNAUDARY CEDEX","11076"
"11408","CASTELNAUDARY CEDEX","11076"
"11409","CASTELNAUDARY CEDEX","11076"
"11451","CASTELNAUDARY CEDEX","11076"
"11491","CASTELNAUDARY CEDEX","11076"
"11491","CASTELNAUDARY CEDEX","11234"
"11491","CASTELNAUDARY CEDEX","11356"
"11492","CASTELNAUDARY CEDEX","11076"
"11492","CASTELNAUDARY CEDEX","11138"
"11493","CASTELNAUDARY CEDEX","11076"
"11494","CASTELNAUDARY CEDEX","11076"
"11781","NARBONNE CEDEX","11262"
"11782","NARBONNE CEDEX","11262"
"11785","NARBONNE CEDEX","11262"
"11807","CARCASSONNE CEDEX 9","11069"
"11835","CARCASSONNE CEDEX 9","11069"
"11838","CARCASSONNE CEDEX 9","11069"
"11850","CARCASSONNE CEDEX 9","11069"
"11855","CARCASSONNE CEDEX 9","11069"
"11860","CARCASSONNE CEDEX 9","11069"
"11870","CARCASSONNE CEDEX 9","11069"
"11878","CARCASSONNE CEDEX 9","11069"
"11878","CARCASSONNE CEDEX 9","11397"
"11880","CARCASSONNE CEDEX 9","11069"
"11885","CARCASSONNE CEDEX 9","11069"
"11890","CARCASSONNE CEDEX 9","11069"
"12000","LE MONASTERE","12146"
"12000","RODEZ","12202"
"12001","RODEZ CEDEX","12202"
"12002","RODEZ CEDEX","12202"
"12003","RODEZ CEDEX","12176"
"12003","RODEZ CEDEX","12202"
"12003","RODEZ CEDEX","12208"
"12005","RODEZ CEDEX","12202"
"12006","RODEZ CEDEX","12202"
"12007","RODEZ CEDEX","12202"
"12008","RODEZ CEDEX","12202"
"12020","RODEZ CEDEX 9","12202"
"12023","RODEZ CEDEX 9","12202"
"12024","RODEZ CEDEX 9","12202"
"12026","RODEZ CEDEX 9","12202"
"12027","RODEZ CEDEX 9","12202"
"12031","RODEZ CEDEX 9","12202"
"12032","RODEZ CEDEX 9","12174"
"12032","RODEZ CEDEX 9","12176"
"12032","RODEZ CEDEX 9","12202"
"12032","RODEZ CEDEX 9","12241"
"12032","RODEZ CEDEX 9","12264"
"12033","RODEZ CEDEX 9","12090"
"12033","RODEZ CEDEX 9","12157"
"12033","RODEZ CEDEX 9","12176"
"12033","RODEZ CEDEX 9","12202"
"12034","RODEZ CEDEX 9","12176"
"12034","RODEZ CEDEX 9","12202"
"12034","RODEZ CEDEX 9","12264"
"12035","RODEZ CEDEX 9","12202"
"12101","MILLAU CEDEX","12145"
"12102","MILLAU CEDEX","12145"
"12103","MILLAU CEDEX","12084"
"12103","MILLAU CEDEX","12145"
"12104","MILLAU CEDEX","12145"
"12106","MILLAU CEDEX","12145"
"12108","MILLAU CEDEX","12145"
"12201","VILLEFRANCHE DE ROUERGUE CEDEX","12300"
"12202","VILLEFRANCHE DE ROUERGUE CEDEX","12205"
"12202","VILLEFRANCHE DE ROUERGUE CEDEX","12300"
"12203","VILLEFRANCHE DE ROUERGUE CEDEX","12300"
"12204","VILLEFRANCHE DE ROUERGUE CEDEX","12300"
"12401","ST AFFRIQUE CEDEX","12208"
"12402","ST AFFRIQUE CEDEX","12208"
"13001","MARSEILLE 1","13201"
"13001","MARSEILLE","13201"
"13002","MARSEILLE","13202"
"13003","MARSEILLE","13203"
"13004","MARSEILLE","13204"
"13005","MARSEILLE","13205"
"13006","MARSEILLE","13206"
"13007","MARSEILLE","13207"
"13008","MARSEILLE","13208"
"13008","MARSEILLE 8","13208"
"13009","MARSEILLE","13209"
"13010","MARSEILLE","13210"
"13011","MARSEILLE","13211"
"13013","MARSEILLE 13","13213"
"13013","MARSEILLE","13213"
"13013","MARSEILLE","13214"
"13015","MARSEILLE","13215"
"13016","MARSEILLE","13216"
"13016","MARSEILLE 16","13216"
"13066","ST PAUL LES DURANCE CEDEX","13099"
"13080","AIX EN PROVENCE","13001"
"13082","AIX EN PROVENCE CEDEX 2","13001"
"13083","AIX EN PROVENCE CEDEX 2","13001"
"13084","AIX EN PROVENCE CEDEX 2","13001"
"13085","AIX EN PROVENCE CEDEX 2","13001"
"13086","AIX EN PROVENCE CEDEX 2","13001"
"13089","AIX EN PROVENCE CEDEX 2","13001"
"13090","AIX EN PROVENCE","13001"
"13091","AIX EN PROVENCE CEDEX 2","13001"
"13092","AIX EN PROVENCE CEDEX 2","13001"
"13093","AIX EN PROVENCE CEDEX 2","13001"
"13094","AIX EN PROVENCE CEDEX 2","13001"
"13095","AIX EN PROVENCE CEDEX 2","13001"
"13096","AIX EN PROVENCE CEDEX 2","13001"
"13097","AIX EN PROVENCE CEDEX 2","13001"
"13097","AIX EN PROVENCE CEDEX 2","13109"
"13098","AIX EN PROVENCE CEDEX 2","13001"
"13100","AIX EN PROVENCE","13001"
"13101","AIX EN PROVENCE CEDEX 1","13001"
"13106","ROUSSET CEDEX","13072"
"13106","ROUSSET CEDEX","13087"
"13107","VENELLES CEDEX","13113"
"13108","ST PAUL LES DURANCE CEDEX","13099"
"13127","VITROLLES","13117"
"13128","ISTRES CEDEX","13047"
"13131","BERRE L ETANG CEDEX","13014"
"13132","BERRE L ETANG CEDEX","13014"
"13138","BERRE L ETANG CEDEX","13014"
"13140","MIRAMAS","13063"
"13141","MIRAMAS CEDEX","13063"
"13142","MIRAMAS CEDEX","13047"
"13142","MIRAMAS CEDEX","13063"
"13148","MIRAMAS CEDEX","13063"
"13151","TARASCON CEDEX","13108"
"13152","TARASCON CEDEX","13108"
"13153","TARASCON CEDEX","13108"
"13156","TARASCON CEDEX","13038"
"13158","TARASCON CEDEX","13108"
"13160","CHATEAURENARD","13027"
"13161","CHATEAUNEUF LES MARTIGUES CEDEX","13026"
"13163","CHATEAUNEUF LES MARTIGUES CEDEX","13026"
"13164","CHATEAUNEUF LES MARTIGUES CEDEX","13026"
"13165","CHATEAUNEUF LES MARTIGUES CEDEX","13026"
"13168","CHATEAUNEUF LES MARTIGUES CEDEX","13026"
"13177","MARSEILLE CEDEX 20","13201"
"13177","MARSEILLE CEDEX 20","13206"
"13178","MARSEILLE CEDEX 20","13201"
"13178","MARSEILLE CEDEX 20","13205"
"13178","MARSEILLE CEDEX 20","13206"
"13181","AIX EN PROVENCE CEDEX 5","13001"
"13182","AIX EN PROVENCE CEDEX 5","13001"
"13182","AIX EN PROVENCE CEDEX 5","13109"
"13190","ALLAUCH","13002"
"13191","MARSEILLE CEDEX 20","13201"
"13191","MARSEILLE CEDEX 20","13206"
"13192","MARSEILLE CEDEX 20","13201"
"13196","MARSEILLE CEDEX 20","13202"
"13201","MARSEILLE CEDEX 01","13201"
"13201","MARSEILLE CEDEX 01","13202"
"13202","MARSEILLE CEDEX 02","13201"
"13202","MARSEILLE CEDEX 02","13202"
"13202","MARSEILLE CEDEX 02","13213"
"13202","MARSEILLE CEDEX 02","13215"
"13203","MARSEILLE CEDEX 01","13201"
"13205","MARSEILLE CEDEX 01","13201"
"13207","MARSEILLE CEDEX 01","13201"
"13208","MARSEILLE CEDEX 20","13201"
"13211","MARSEILLE CEDEX 01","13201"
"13211","MARSEILLE CEDEX 01","13202"
"13213","MARSEILLE CEDEX 02","13202"
"13213","MARSEILLE CEDEX 02","13203"
"13215","MARSEILLE CEDEX 02","13201"
"13215","MARSEILLE CEDEX 02","13202"
"13215","MARSEILLE CEDEX 02","13215"
"13216","MARSEILLE CEDEX 02","13202"
"13217","MARSEILLE CEDEX 02","13202"
"13220","CHATEAUNEUF LES MARTIGUES","13026"
"13221","MARSEILLE CEDEX 01","13201"
"13221","MARSEILLE CEDEX 01","13206"
"13222","MARSEILLE CEDEX 01","13201"
"13222","MARSEILLE CEDEX 01","13216"
"13224","MARSEILLE CEDEX 01","13201"
"13224","MARSEILLE CEDEX 01","13202"
"13225","MARSEILLE CEDEX 02","13202"
"13226","MARSEILLE CEDEX 02","13202"
"13227","MARSEILLE CEDEX 01","13201"
"13227","MARSEILLE CEDEX 01","13202"
"13228","MARSEILLE CEDEX 04","13204"
"13229","MARSEILLE CEDEX 04","13054"
"13231","MARSEILLE CEDEX 01","13201"
"13231","MARSEILLE CEDEX 01","13203"
"13232","MARSEILLE CEDEX 01","13201"
"13232","MARSEILLE CEDEX 01","13202"
"13233","MARSEILLE CEDEX 20","13201"
"13233","MARSEILLE CEDEX 20","13202"
"13233","MARSEILLE CEDEX 20","13203"
"13234","MARSEILLE CEDEX 04","13201"
"13234","MARSEILLE CEDEX 04","13204"
"13234","MARSEILLE CEDEX 04","13208"
"13234","MARSEILLE CEDEX 04","13209"
"13235","MARSEILLE CEDEX 02","13201"
"13235","MARSEILLE CEDEX 02","13202"
"13236","MARSEILLE CEDEX 02","13202"
"13241","MARSEILLE CEDEX 01","13201"
"13241","MARSEILLE CEDEX 01","13206"
"13243","MARSEILLE CEDEX 01","13203"
"13243","MARSEILLE CEDEX 01","13206"
"13243","MARSEILLE CEDEX 01","13207"
"13244","MARSEILLE CEDEX 01","13201"
"13244","MARSEILLE CEDEX 01","13206"
"13244","MARSEILLE CEDEX 01","13215"
"13248","MARSEILLE CEDEX 04","13204"
"13251","MARSEILLE CEDEX 20","13201"
"13251","MARSEILLE CEDEX 20","13206"
"13251","MARSEILLE CEDEX 20","13208"
"13252","MARSEILLE CEDEX 20","13206"
"13253","MARSEILLE CEDEX 06","13201"
"13253","MARSEILLE CEDEX 06","13206"
"13254","MARSEILLE CEDEX 06","13206"
"13254","MARSEILLE CEDEX 06","13215"
"13256","MARSEILLE CEDEX 20","13204"
"13256","MARSEILLE CEDEX 20","13206"
"13256","MARSEILLE CEDEX 20","13213"
"13258","MARSEILLE CEDEX 09","13209"
"13259","MARSEILLE CEDEX 20","13206"
"13261","MARSEILLE CEDEX 07","13207"
"13262","MARSEILLE CEDEX 07","13207"
"13263","MARSEILLE CEDEX 07","13207"
"13264","MARSEILLE CEDEX 07","13207"
"13265","MARSEILLE CEDEX 08","13208"
"13266","MARSEILLE CEDEX 08","13208"
"13266","MARSEILLE CEDEX 08","13209"
"13267","MARSEILLE CEDEX 08","13202"
"13267","MARSEILLE CEDEX 08","13208"
"13268","MARSEILLE CEDEX 08","13208"
"13269","MARSEILLE CEDEX 08","13208"
"13271","MARSEILLE CEDEX 08","13208"
"13272","MARSEILLE CEDEX 08","13208"
"13273","MARSEILLE CEDEX 09","13209"
"13274","MARSEILLE CEDEX 09","13209"
"13275","MARSEILLE CEDEX 09","13209"
"13276","MARSEILLE CEDEX 09","13209"
"13277","MARSEILLE CEDEX 09","13209"
"13278","MARSEILLE CEDEX 08","13208"
"13281","MARSEILLE CEDEX 06","13206"
"13282","MARSEILLE CEDEX 20","13206"
"13282","MARSEILLE CEDEX 20","13209"
"13284","MARSEILLE CEDEX 07","13207"
"13285","MARSEILLE CEDEX 08","13205"
"13285","MARSEILLE CEDEX 08","13208"
"13286","MARSEILLE CEDEX 06","13206"
"13286","MARSEILLE CEDEX 06","13216"
"13288","MARSEILLE CEDEX 09","13209"
"13289","MARSEILLE CEDEX 06","13206"
"13290","AIX EN PROVENCE","13001"
"13291","MARSEILLE CEDEX 06","13206"
"13291","MARSEILLE CEDEX 06","13211"
"13292","MARSEILLE CEDEX 06","13206"
"13294","MARSEILLE CEDEX 06","13206"
"13295","MARSEILLE CEDEX 08","13208"
"13297","MARSEILLE CEDEX 09","13209"
"13298","MARSEILLE CEDEX 20","13206"
"13298","MARSEILLE CEDEX 20","13209"
"13298","MARSEILLE CEDEX 20","13210"
"13299","MARSEILLE CEDEX 20","13209"
"13300","SALON DE PROVENCE","13103"
"13301","MARSEILLE CEDEX 03","13203"
"13302","MARSEILLE CEDEX 03","13202"
"13302","MARSEILLE CEDEX 03","13203"
"13303","MARSEILLE CEDEX 03","13203"
"13304","MARSEILLE CEDEX 02","13202"
"13307","MARSEILLE CEDEX 14","13214"
"13308","MARSEILLE CEDEX 14","13213"
"13308","MARSEILLE CEDEX 14","13214"
"13309","MARSEILLE CEDEX 14","13214"
"13310","ST MARTIN DE CRAU","13097"
"13311","MARSEILLE CEDEX 14","13214"
"13312","MARSEILLE CEDEX 14","13214"
"13313","MARSEILLE CEDEX 14","13214"
"13314","MARSEILLE CEDEX 15","13202"
"13314","MARSEILLE CEDEX 15","13215"
"13315","MARSEILLE CEDEX 15","13215"
"13316","MARSEILLE CEDEX 15","13215"
"13317","MARSEILLE CEDEX 15","13215"
"13318","MARSEILLE CEDEX 15","13215"
"13321","MARSEILLE CEDEX 16","13201"
"13321","MARSEILLE CEDEX 16","13216"
"13322","MARSEILLE CEDEX 16","13216"
"13323","MARSEILLE CEDEX 14","13214"
"13324","MARSEILLE CEDEX 03","13203"
"13326","MARSEILLE CEDEX 15","13215"
"13327","MARSEILLE CEDEX 15","13215"
"13331","MARSEILLE CEDEX 03","13201"
"13331","MARSEILLE CEDEX 03","13203"
"13332","MARSEILLE CEDEX 03","13201"
"13332","MARSEILLE CEDEX 03","13203"
"13333","MARSEILLE CEDEX 14","13214"
"13339","MARSEILLE CEDEX 03","13007"
"13342","MARSEILLE CEDEX 15","13215"
"13344","MARSEILLE CEDEX 15","13215"
"13345","MARSEILLE CEDEX 20","13215"
"13348","MARSEILLE CEDEX 14","13214"
"13351","MARSEILLE CEDEX 05","13205"
"13352","MARSEILLE CEDEX 05","13204"
"13352","MARSEILLE CEDEX 05","13205"
"13354","MARSEILLE CEDEX 05","13205"
"13355","MARSEILLE CEDEX 05","13205"
"13356","MARSEILLE CEDEX 03","13203"
"13357","MARSEILLE CEDEX 20","13208"
"13359","MARSEILLE CEDEX 10","13210"
"13360","ROQUEVAIRE","13086"
"13361","MARSEILLE CEDEX 10","13210"
"13362","MARSEILLE CEDEX 10","13210"
"13363","MARSEILLE CEDEX 10","13005"
"13363","MARSEILLE CEDEX 10","13210"
"13363","MARSEILLE CEDEX 10","13215"
"13364","MARSEILLE CEDEX 10","13216"
"13366","MARSEILLE CEDEX 11","13211"
"13367","MARSEILLE CEDEX 11","13211"
"13368","MARSEILLE CEDEX 11","13211"
"13371","MARSEILLE CEDEX 11","13211"
"13372","MARSEILLE CEDEX 11","13211"
"13373","MARSEILLE CEDEX 11","13211"
"13374","MARSEILLE CEDEX 11","13211"
"13374","MARSEILLE CEDEX 11","69081"
"13375","MARSEILLE CEDEX 12","13205"
"13375","MARSEILLE CEDEX 12","13212"
"13376","MARSEILLE CEDEX 12","13212"
"13377","MARSEILLE CEDEX 12","13212"
"13381","MARSEILLE CEDEX 13","13213"
"13382","MARSEILLE CEDEX 13","13052"
"13382","MARSEILLE CEDEX 13","13213"
"13382","MARSEILLE CEDEX 13","75116"
"13383","MARSEILLE CEDEX 13","13213"
"13384","MARSEILLE CEDEX 13","13213"
"13385","MARSEILLE CEDEX 05","13204"
"13385","MARSEILLE CEDEX 05","13205"
"13386","MARSEILLE CEDEX 20","13205"
"13387","MARSEILLE CEDEX 10","13206"
"13387","MARSEILLE CEDEX 10","13210"
"13388","MARSEILLE CEDEX 13","13213"
"13391","MARSEILLE CEDEX 11","13211"
"13392","MARSEILLE CEDEX 05","13204"
"13392","MARSEILLE CEDEX 05","13205"
"13393","MARSEILLE CEDEX 13","13213"
"13395","MARSEILLE CEDEX 10","13206"
"13395","MARSEILLE CEDEX 10","13210"
"13396","MARSEILLE CEDEX 11","13211"
"13397","MARSEILLE CEDEX 20","13213"
"13397","MARSEILLE CEDEX 20","13214"
"13400","AUBAGNE","13005"
"13401","MARSEILLE CEDEX 20","04176"
"13401","MARSEILLE CEDEX 20","04197"
"13401","MARSEILLE CEDEX 20","13092"
"13401","MARSEILLE CEDEX 20","13093"
"13401","MARSEILLE CEDEX 20","13099"
"13401","MARSEILLE CEDEX 20","13209"
"13401","MARSEILLE CEDEX 20","26324"
"13401","MARSEILLE CEDEX 20","84007"
"13402","MARSEILLE CEDEX 20","13209"
"13404","MARSEILLE CEDEX 09","13209"
"13406","MARSEILLE CEDEX 09","13209"
"13412","MARSEILLE CEDEX 20","13208"
"13415","MARSEILLE CEDEX 20","13208"
"13416","MARSEILLE CEDEX 20","13208"
"13417","MARSEILLE CEDEX 08","13206"
"13417","MARSEILLE CEDEX 08","13208"
"13422","MARSEILLE CEDEX 10","13210"
"13424","MARSEILLE CEDEX 12","13212"
"13425","MARSEILLE CEDEX 12","13212"
"13426","MARSEILLE CEDEX 12","13212"
"13431","MARSEILLE CEDEX 06","13206"
"13432","MARSEILLE CEDEX 06","13206"
"13441","MARSEILLE CEDEX 06","13206"
"13442","MARSEILLE CEDEX 06","13208"
"13443","MARSEILLE CEDEX 06","13208"
"13444","MARSEILLE CEDEX 06","13206"
"13445","MARSEILLE CEDEX 06","13208"
"13446","MARSEILLE CEDEX 06","13205"
"13447","MARSEILLE CEDEX 06","13206"
"13447","MARSEILLE CEDEX 06","13208"
"13447","MARSEILLE CEDEX 06","13210"
"13448","MARSEILLE CEDEX 06","13206"
"13451","MARSEILLE CEDEX 13","13213"
"13452","MARSEILLE CEDEX 13","13213"
"13453","MARSEILLE CEDEX 13","13213"
"13454","MARSEILLE CEDEX 13","13213"
"13455","MARSEILLE CEDEX 13","13213"
"13456","MARSEILLE CEDEX 13","13213"
"13458","MARSEILLE CEDEX 13","13213"
"13463","MARSEILLE CEDEX 16","13216"
"13464","MARSEILLE CEDEX 16","13201"
"13464","MARSEILLE CEDEX 16","13215"
"13464","MARSEILLE CEDEX 16","13216"
"13467","MARSEILLE CEDEX 16","13216"
"13470","CARNOUX EN PROVENCE","13119"
"13471","MARSEILLE CEDEX 02","13202"
"13472","MARSEILLE CEDEX 02","13202"
"13473","MARSEILLE CEDEX 02","13202"
"13473","MARSEILLE CEDEX 02","13214"
"13474","MARSEILLE CEDEX 02","13202"
"13478","MARSEILLE CEDEX 02","13202"
"13480","CABRIES","13019"
"13481","MARSEILLE CEDEX 20","13202"
"13481","MARSEILLE CEDEX 20","13203"
"13484","MARSEILLE CEDEX 20","13201"
"13501","MARTIGUES CEDEX","13056"
"13502","MARTIGUES CEDEX","13056"
"13503","MARTIGUES CEDEX","13056"
"13511","PORT ST LOUIS DU RHONE CEDEX","13078"
"13512","PORT ST LOUIS DU RHONE CEDEX","13078"
"13514","PORT ST LOUIS DU RHONE CEDEX","13078"
"13516","PORT ST LOUIS DU RHONE CEDEX","13078"
"13518","PORT ST LOUIS DU RHONE CEDEX","13078"
"13521","PORT DE BOUC CEDEX","13077"
"13522","PORT DE BOUC CEDEX","13077"
"13523","PORT DE BOUC CEDEX","13077"
"13524","PORT DE BOUC CEDEX","13077"
"13525","PORT DE BOUC CEDEX","13077"
"13528","PORT DE BOUC CEDEX","13077"
"13531","ST REMY DE PROVENCE CEDEX","13100"
"13532","ST REMY DE PROVENCE CEDEX","13100"
"13532","ST REMY DE PROVENCE CEDEX","17415"
"13532","ST REMY DE PROVENCE CEDEX","31506"
"13532","ST REMY DE PROVENCE CEDEX","38421"
"13532","ST REMY DE PROVENCE CEDEX","50502"
"13532","ST REMY DE PROVENCE CEDEX","79300"
"13532","ST REMY DE PROVENCE CEDEX","83118"
"13533","ST REMY DE PROVENCE CEDEX","13100"
"13538","ST REMY DE PROVENCE CEDEX","13100"
"13541","GARDANNE CEDEX","13041"
"13542","GARDANNE CEDEX","13041"
"13542","GARDANNE CEDEX","13062"
"13545","AIX EN PROVENCE CEDEX 4","13001"
"13546","AIX EN PROVENCE CEDEX 4","13001"
"13547","AIX EN PROVENCE CEDEX 4","13001"
"13548","GARDANNE CEDEX","13041"
"13549","GARDANNE CEDEX","13041"
